html_filename,image1,image2,image3,image4,product_title,short_description,price,Product,Category,Brand,Color,Output level,Frequency Range,System Required,label,description2,Type,Product Dimensions,Compatible Devices,Connector  Type,Battery,Warranty,Price,Output Power,Full Range Driver,Bass Driver,Includes,Best For,Show_countdown,System Requirement,Microphone form factor,Cost,Item Weight,Batteries,Output power,Model,Colour,Connection,Connectivity,LED,Speaker_Dimensions,Cable Length,Weight,Selling Price,Brand Name:,Communication,Audio Crossover,Display Screen,Microphone,PMPO,Connector Type,Power,Inbuild Battery,Battery Capacity,Frequency,Bluetooth Version,Charge time,Maximum play time,Waterproof,Dust proof,IP Code,In the Box,Barnd,Dimensions,Connection Type,Charging Time,Battery Type,Transducer,Signal-to-noise ratio,Bluetooth Profile,Bluetooth Frequency Range,Bluetooth® transmitter power,Bluetooth® transmitter modulation,Package List,Connector type,System Type,I/O,Built-in Microphone,Audio Input,Audio Source,Power Consumption,Technology,Range,Charge Time,Play Time,Water Resistance,Name,Design,Built,Bluetooth,Transmission Range,Speaker Type,Audio,Power Output,Portability,Driver,Bass Radiator,Frequency Response,Playtime,RGB Led Lights,TWS Functionality,Charging Port,Built In Mic,Button Controls,Compatibility,Package Contains,Replacement
logitech-portable-speaker-s125i.html,https://www.neostore.com.np/assets/uploads/uploads/2021/03/logitech_0011_Portable-S125i.jpg,https://www.neostore.com.np/assets/uploads/uploads/2021/03/logitech_0010_Portable-S125i-1.jpg,https://www.neostore.com.np/assets/uploads/uploads/2021/03/logitech_0009_Portable-S125i-2.jpg,https://www.neostore.com.np/assets/uploads/uploads/2021/03/logitech_0011_Portable-S125i.jpg,Logitech Portable Speaker S125I,Made for iPod You can play and charge any iPod model with a dock connector. Bass boost A push of a button lets you feel the beat even more. Portable design Its compact size makes it easy to take your music with you from room to room. You can unplug your speaker and enjoy up to 10 hours of battery life.* Auxiliary input You can connect just about any portable music player—and even your PC or CD player—with a standard 3.5 mm stereo jack.,"Current Price: Rs.5,320, Original Price: Rs.5,601",,,Logitech,,,,,,"Feel Every Beat With Logitech Portable Speaker S125I The Logitech Portable Speaker S125i is a low-cost speaker with a built-in dock. The S125i supports all docking iPod models (excluding the 3rd generation), as well as connecting other portable music devices via the auxiliary line-in. The speaker has a Bass Boost button that, with a simple touch, brings the beat out in your music. Adaptability The Logitech S125I speaker is small and portable, so you can take it with you everywhere you go. Life of the Batteries On battery power alone, you can listen for up to 10 hours (batteries not included). It may also be powered by four AA batteries (not included), allowing you to take it with you wherever you go. Furthermore, the S125i can run for up to 10 hours only on battery power. AC power is also available thanks to the supplied power supply. Boosting the bass With just a touch of the Bass button on the Logitech Portable Speaker S125I, you can feel the beat even more. Compatibility with iPod Any docking iPod will dock and play in S125I Logitech Speaker because it is universally compatible (except 3rd gen). The auxiliary line-in can be used to connect all other portable audio devices that have been certified by Apple as ""Made for iPod."" More Info: Speaker System Amplification Type: active Audio Amplifier: integrated Connectivity Technology: wired Power Form Factor: external Audio System Designed for: for portable use Type: speaker dock Power Device Power Source: battery Battery Required Qty: 4 Form Factor: AA type Check out the portable Logitech X50 Mobile Wireless Speaker HERE!",,,,,,1 Year,,,,,,,,,,,,,,S125I AP,,,,,,,14.11 oz,,,,,,,,,,,,,,,,,,,,,7.7 x 3.5 x 3.3inch,,,,,,,,,,,mini-phone stereo 3.5 mm,portable speakers with digital player dock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logitech-z313-2-1-speaker-system-with-sub-woofer.html,https://www.neostore.com.np/assets/uploads/z313.jpg,https://www.neostore.com.np/assets/uploads/z313_2.jpg,https://www.neostore.com.np/assets/uploads/z313_3.jpg,https://www.neostore.com.np/assets/uploads/z313.jpg,Logitech Z313 2.1 Speaker System With Sub-Woofer,The Logitech Z313 2.1 speaker system delivers balanced acoustics and provides enhanced bass from a compact subwoofer. Connect any device via the 0.14 in (3.5 mm) input and easily access power and volume using the wired control pod.,"Current Price: Rs.8,455, Original Price: Rs.8,900",Logitech Z313 Speaker System With Sub-Woofer,2.1 Sound System,Logitech,Black,n/a,48 Hz to 20 kHz,"Television
Computer
Smartphone
Tablet
Music player",,"  RICH SOUND 50 Watts Peak/25 Watts RMS power delivers a full range of sound tuned for balanced acoustics. Enhanced bass is delivered by the compact subwoofer. Enjoy a rich audio experience straight out-of-the-box.  SIMPLE SETUP Connect any device via the 0.14 in (3.5 mm) input on the back of the subwoofer. Simple setup; always great sound.  EASY CONTROLS Easily access power, volume and the headphone jack using the wired control pod.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logitech-z906-5-1-surround-sound-speaker-system.html,https://www.neostore.com.np/assets/uploads/uploads/2020/12/Z906-5.1-Surround-Sound-Speaker-System.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/12/Z906-5.1-Surround-Sound-Speaker-System1.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/12/Z906-5.1-Surround-Sound-Speaker-System.jpg,https://www.neostore.com.np/assets/uploads/uploads/2020/12/Z906-5.1-Surround-Sound-Speaker-System1.jpg,Logitech Z906 5.1 Surround Sound Speaker System,Immerse yourself in a theater-quality audio experience in the comfort of your home from this Logitech Z906 5.1 Surround Sound Speaker System 5.1 speaker system. 1000 Watts peak/500 Watts RMS power delivers powerful surround sound that is THX Certified to bring you a premium audio experience as well as designed to decode Dolby Digital and DTS encoded soundtracks for premium movie and music playback.,"Current Price: Rs.61,650, Original Price: Rs.64,900",,,,,,,,,"Logitech Z906. The THX Certified Powerful 5.1 speaker! Logitech Z906 5.1 Surround Sound Speaker System THX-certified speaker system makes converting any space into a home theater a breeze. Every tire screech, footstep, and rumbling are captured in 5.1 discrete channels of powerful, realistic surround sound, just as the studio intended. THX Certified Logitech Z906 5.1 Surround Sound Speaker has met strict performance standards to achieve THX certification. It’s your ultimate assurance of a cinematic sound experience. Amazing Surround Sound Designed from the ground up so that you get the most immersive surround sound experience possible. The Logitech Z906 5.1 speaker system is designed to decode Dolby Digital and DTS encoded soundtracks and has received THX Certification, ensuring a high-quality audio experience. Watts Of Powerful Sound 1000 Watts peak/500 Watts RMS power delivers rich audio and booming bass so that you can enjoy an auditory experience that brings every detail to life, from the noise of the crowd to the footsteps just behind you. The true sound that you can hear and feel. Versatile Setup Supports multiple inputs at the same time like 3.5mm, RCA, six-channel direct, digital coaxial, and optical inputs. Using the control console or the remote control you can select the audio input. Integrated Controls From the control panel or the wireless remote control, independently alter the volume levels of each satellite speaker and the subwoofer, as well as access power and mute. Choose between 2.1, 4.1, or 3D surround sound to customize your listening experience. Surround sound with 3D stereo Logitech Z906 speakers convert the two-channel stereo from your favorite old movies, music, and games into an immersive surround sound experience. Also, check out Logitech Z607 5.1 Surround Sound Speaker HERE!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mivi-fort-s100-soundbar.html,https://www.neostore.com.np/assets/uploads/s100_23.jpg,https://www.neostore.com.np/assets/uploads/s100_2.jpg,https://www.neostore.com.np/assets/uploads/s100.jpg,https://www.neostore.com.np/assets/uploads/s100_23.jpg,Mivi Fort S100 Soundbar,Liven up your movie experience with theater-like room filling sound,"Current Price: Rs.11,999, Original Price: Rs.12,500",,,Mivi,,,,,,,SoundBar,,,,,1 Year,,,,,,,,,,,,,,Mivi Fort S100 Soundbar,,,,,,,,,,,,,,,,,,,80 - 20000 Hz,,,,,,,,,11 x 89.5 x 8 cm,,,,,,,,,,,,,"Bluetooth, aux , USB, Coaxial Input",N/a,N/a,DC Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,
mivi-fort-s60-soundbar.html,https://www.neostore.com.np/assets/uploads/mivi_3.jpg,https://www.neostore.com.np/assets/uploads/mivi1.jpg,https://www.neostore.com.np/assets/uploads/mivi_21.jpg,https://www.neostore.com.np/assets/uploads/mivi_3.jpg,Mivi Fort S60 Soundbar,Experience the magic of cinema at home with room filling sound. Transform your space into a theater.,"Current Price: Rs.8,999, Original Price: Rs.",,,Mivi,,,,,,,SoundBar,,,,,1 Year,,,,,,,,,,,,,,Mivi Fort S60 Soundbar,,,,,,,,,,,,,,,,,,,80 - 20000 Hz,,,,,,,,,9 x 80 x 8 cm,,,,,,,,,,,,,"Bluetooth, aux , USB, Coaxial Input",N/a,N/a,DC Adapter,AC100~245V/50-60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,
mivi-roam-2-portable-bluetooth-speaker.html,https://www.neostore.com.np/assets/uploads/mivi_2.jpg,https://www.neostore.com.np/assets/uploads/mivi.jpg,https://www.neostore.com.np/assets/uploads/mivi_2.jpg,https://www.neostore.com.np/assets/uploads/mivi.jpg,Mivi Roam 2 Portable Bluetooth Speaker,The Roam 2 wireless speaker with a boosted bass radiator is as travel friendly as a speaker can get. It is durable enough to bounce around and light enough for the life on-go.,"Current Price: Rs.2,600, Original Price: Rs.",Mivi Roam 2 Portable Bluetooth Speaker,,Mivi,"Black, Blue & Red",,,,,"  Small Frame. Big Sound- Roam 2 wireless speaker is designed to deliver loud and clear music by pumping out sharp trebles, detailed mids and punchy bass. Now enjoy more richer & immersive notes to fill your room with music.  Heavy Bass - Small in size yet big on Bass, get the party started by taking your music up a notch with resonating bass of Roam 2. Dust and Waterproof  24 Hours Play Time - The only portable 5W speaker which gives you not 4or 5 but a whopping 24hrs playtime at 70% volume. Now, there is nothing else that can top that  The wireless speaker is a perfect device for High-Definition audio with a 24 hours playback time. Mivi’s latest wireless speaker, Mivi Roam 2 is a MUST BUY, for sure.",Bluetooth Speaker,: 85 x 100 x 45 mm ( Length*Width*Height ),"Audio Player, Laptop, Mobile, Tablet, Television",Bluetooth 5.0,,12 Months,,,,,,,,,Built-in Mic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
promate-hook-neckband-speaker.html,https://www.neostore.com.np/assets/uploads/Promate_hook_3.jpg,https://www.neostore.com.np/assets/uploads/Promate_hook_2.jpg,https://www.neostore.com.np/assets/uploads/Promate_hook.jpg,https://www.neostore.com.np/assets/uploads/Promate_hook_3.jpg,Promate Hook Neckband Speaker,"A wearable speaker packed with a thump, Hook creates a unique sound experience. This dynamic speaker surrounds you with clear, high-definition sound while keeping you aware of your surroundings. The lightweight silicon design leans lightly on your shoulder providing a comfortable and secure fit.","Current Price: Rs.5,999, Original Price: Rs.6,499",Promate Hook Neckband Speaker,,Promate,Black,,,,,"Dynamic 6W Speaker with Exceptional HD Sound Quality: The Promate Hook wearable speaker has a 6W speaker with a rich bass response and an excellent wide range of audio quality. This compact speaker delivers sound way beyond its size, with custom-designed drivers producing clear highs. Concert-like 360-Degree Surround Sound: The wearable, neckband design of the Hook provides an excellent bass effect. High-definition stereo and impressive 360-degree surround sound volume take you into experiencing the world of music. Just wear it and enjoy it completely. Skin-Friendly Silicone with Lightweight Design: This neckband speaker can be adjusted to fit your neckline and rest on your shoulders providing a comfortable and secure fit. Because of the silicone, skin-friendly make you can enjoy these headphones with utmost comfort for long durations. The lightweight design makes Hook a very portable accessory to use while traveling or even while working out/ running. Faster Pairing with Bluetooth v5.0: This Bluetooth wearable speaker uses the v5.0 version, which provides efficiency and better connectivity with a working range of up to 10m. This latest Bluetooth technology also provides faster pairing, a more stable connection, and universal compatibility with epic sound quality. 9 Hours Impressive Playing Time: Hook neckband speaker provides a stunning 8-9 hours of continuous music time with no disturbance. Now, no need to worry about the speaker's battery when you are in the mood to listen to music. Have a long hour of enjoyment with Hook. Built-In Mic for High-Quality Calling: Make and receive crystal clear calls at the touch of a button with the built-in mic with precise voice pickup. Keep your phone in your pocket and your head up to the world with easy access to all calls. Long-Lasting Power with 600mAh Battery Capacity: Built-in 600mAh rechargeable lithium battery recharged within 2-3 hours. No need to worry about the speaker's battery. Have a long 8-9 hours of enjoyment with our stunning wireless wearable speaker. Easy Re-Charge with USB-C™ Port: You can easily power up your Hook Speaker with the in-built USB-C™ charging Port which provides super-fast charging. You can use a Type-C™ cable to power up this device and avoid carrying multiple wires. Button Control Feature for Hands-Free Function: Buttons are placed on the speaker to change, pause, play, and control the volume of your music. Enjoy hands-free call access as well. Now have complete control at your fingertips with this wireless wearable speaker. Universal Compatibility: The Promate Hook is compatible with all Bluetooth-enabled devices such as iPhone 13, 13 Pro, 13 Pro Max, iPhone 12, iPhone 12 Pro, iPhone 12 Pro Max, iPhone 12 Mini, Samsung Galaxy S22/S21/S20/S10, Galaxy A52 5G, Samsung Galaxy Note 20 series, Samsung Galaxy Z Fold 2, Google Pixel 5, Google Pixel 4A, Oppo Find X3 Pro, OnePlus 9 series, Xiaomi Mi 11, Sony Xperia 1 III and more.",Bluetooth Speaker,‎4.4 x 20.7 x 24 cm,"Audio Player, Laptop, Mobile, Tablet, Television",Bluetooth 5.0,,2 Years,,,,,,,,,Built-in Mic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remax-bottle-speaker-rb-m48.html,https://www.neostore.com.np/assets/uploads/RB-M48_2.jpg,https://www.neostore.com.np/assets/uploads/RB-M48_3.jpg,https://www.neostore.com.np/assets/uploads/RB-M48.jpg,https://www.neostore.com.np/assets/uploads/RB-M48_2.jpg,Remax Bottle Speaker RB-M48,"Super durable, over 9 months of standby period wireless 5.0, supports TF card use water-bottle shaped, light and compact widely applicable, outdoor professional","Current Price: Rs.2,999, Original Price: Rs.",Bottle Speaker,Speaker,HiFuture,Black,,,,,"The Remax Bottle speaker RB-M48 comes with a super standby time of 6000 hours/ almost 9 months. Powerful sound with 360 degrees of surround sound The high-power speaker within a pillar-sealed acoustic cavity generates a powerful 360-degree surround sound. Comes with dual speakers for clear smooth sound The Remax Bottle speaker RB-m48 comes with a full-frequency 12.5W large speakers, a sound up to 120dB covering 100 square meters, with a real smooth loud sound. Ultra Long life battery The RB-m48 comes with a 1200mAh battery with a standby time of 6000 hours. It also charges completely within 3-4 hours. Portable Music
Stunningly Heard A compact design to be held in one hand, with a nylon lanyard. Hang it on your bag and carry it all day long. Wireless 5.0 Bluetooth Upgraded wireless 5.0 chip with low latency. Stable even 10 meters away! ",,,,,,6 Months,,,,,,,,,,-,,,,,,,,,,N/a,n/a,,,,,,,,,,,,N/a,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluetooth,10 Meters,3.5 Hours,3-4 Hours,Waterproof IPX4,,,,,,,,,,,,,,,,,,,,,
remax-rb-m56-bluetooth-speaker.html,https://www.neostore.com.np/assets/uploads/RB-M56.jpg,https://www.neostore.com.np/assets/uploads/RB-M56_3.jpg,https://www.neostore.com.np/assets/uploads/RB-M56_2.jpg,https://www.neostore.com.np/assets/uploads/RB-M56.jpg,Remax RB-M56 Bluetooth Speaker,"Battery backup of 4 hours on playback & 24 hours standby. Charges fully from zero in just 2.5 hours. IPX6 Waterproof: can withstand pressurized water from any angle. Compatible with most Bluetooth-enabled devices. Transmission range of 18 meters, almost 80% more than traditional wireless speakers. Stylish design with non-stick nano-coating.","Current Price: Rs.3,699, Original Price: Rs.",Bluetooth speaker,,Remax,Black,,,,,You will be amazed at how a small package like the Remax RB-M56 Bluetooth Speaker packs this much quality. The speakers provide excellent sound quality with surging mid-range tones and balanced bass-treble output. Portability & Performance This product is jam-packed with performance quality that most speakers do not have while being incredibly portable. It comes with a lanyard that helps you carry it around securely. Completely Waterproof! Make your life easier in the summer with a waterproof speaker that you can use in rain or at pool parties. The IPX6 waterproof rating means that even high-pressure water from any angle won’t ruin this speaker. Battery That Lasts All Day Get 4.5 hours of continuous pristine playback and up to 24 hours standby. This product delivers brilliant sound all the time and charges up in just 2.5 hours. Your party doesn;t have to stop with the long-lasting battery.,Speaker,N/a,"Audio Player, Laptop, Mobile, Tablet, Television",Bluetooth 5.0,,6 Months,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ultima-dynamite-bluetooth-speaker.html,https://www.neostore.com.np/assets/uploads/Ultima_311.jpg,https://www.neostore.com.np/assets/uploads/Ultima_2.jpg,https://www.neostore.com.np/assets/uploads/Ultima_.jpg,https://www.neostore.com.np/assets/uploads/Ultima_31.jpg,Ultima Dynamite Bluetooth Speaker,"Introducing the Dynamite Wireless Speaker: Powerful 5W output, 11-hour playtime, IPX6 water-resistant, and more! Elevate your music experience.","Current Price: Rs.2,199, Original Price: Rs.3,499",Ultima Dynamite Speaker,,Ultima,Black,,,,, ,Speaker,N/a,"Audio Player, Laptop, Mobile, Tablet, Television",Bluetooth 5.0,,1 Year,,,,,,,,,Built-in Mic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ultima-marvel-bluetooth-speaker.html,https://www.neostore.com.np/assets/uploads/marvel_411.jpg,https://www.neostore.com.np/assets/uploads/marvel_21.jpg,https://www.neostore.com.np/assets/uploads/marvel_31.jpg,https://www.neostore.com.np/assets/uploads/one_21.jpg,Ultima Marvel Bluetooth Speaker,"Introducing Ultima Marvel – Your ultimate wireless speaker with 16W RMS stereo sound, delivering immersive, crystal-clear audio. Built with dynamic RGB LED lights and a robust 50mm full-range driver, it’s designed for a superior listening experience. With up to 12 hours of playtime and IPX5 water & dust resistance, the Marvel is perfect for any adventure. Its TWS functionality allows you to connect two speakers for a total output of 32W, while Bluetooth 5.3 ensures seamless connectivity up to 10 meters. Compact, portable, and equipped with a 3600mAh battery, the Marvel speaker is your go-to companion for quality sound and vibrant lighting on the go. Available in black and blue.","Current Price: Rs., Original Price: Rs.",,Wireless Speaker,,Black & Blue,,,,," Model: Ultima Rock | Portable Bluetooth Speaker | A Product from Nepali Brand  Design & Built: Marvel’s Sleek Cylindrical design, crafted with high-quality materials and robust engineering ensures that it remains functional and reliable for an extended period | Dimensions: 15.8 (W) x 9.4 (H) CM | Weight: 940gm  Ultima Supreme Sound: Marvel's precisely tuned 50mm drivers deliver phenomenal bass, clear mids, and crisp highs for a pure, dynamic audio experience. Power Output:  Playtime & Bluetooth: Bluetooth V5.3 | Range up to 10 metres | Upto 12 Hours playtime at 60% volume   3600mAh Battery Capacity | Type-C Charging port | Charging time: 1.5 – 2 Hrs TWS & Connectivity: Wireless Stereo Pairing ( Can connect 2 Marvel Speakers) | Connectivity:  Bluetooth, AUX Port, SD Card | Dynamic RGB LED lights sync with the audio | Built-In Mic for crystal calls | Compatibility: Mobile,  Laptop, and Tablet  Portability: Take your favorite tunes on the go with this durable, IPX5-rated Marvel speaker. It's designed to withstand splashes and light rain, making it perfect for outdoor adventures. Double the volume with two marvel speakers and immerse yourself in bold stereo sound with a massive power output of 32Watt Warranty & Replacement: 1 Year Brand Warranty | 30 Days Replacement Guarantee | Excellent after Sales Support | Available on Black and Blue",,,,,,1 Year Brand Warranty,,,,,,,,,,,,,,Marvel,,,"Bluetooth, AUX Port, SD Card",,,,940gm,,,,,,,,,,,3600mAh,,,,,,,,,,15.8 (W) x 9.4 (H) CM,,1.5 - 2 Hours,,,,,,,,,,,,,,,,,,,,IPX5 Dust & Water Resistance,Specs,Ergonomic Design,High-Quality Plastic with RGB LED Lights,Bluetooth V5.3,Upto 10 Metres,Stereo,Ultima Supreme Sound,16W RMS Stereo Sound,"Yes, portable.",50mm Full Range Driver,Mono Built-in Passive Bass Radiator,20Hz - 20KHz,Upto 12 Hours,"Yes, Dynamic RGB Led Lights","Yes, can connect 2 Rock Speakers for the stereo Effect. The total output will be 32W.",Type-C,Yes,"Volume Controls, Play/Pause, Call, Power ON/OFF, Switch Modes, RGB Controls, Reset","Mobile, Laptop & Tablet","1 Speaker, 1 Charging Cable, 1 AUX Cable,  1 User Manual, 1 Catalogue, 1 Sticker, 1 Warranty Card",30 Days Replacement Guarantee
ultima-rock-bluetooth-portable-speaker.html,https://www.neostore.com.np/assets/uploads/zero21.jpg,https://www.neostore.com.np/assets/uploads/one7.jpg,https://www.neostore.com.np/assets/uploads/two10.jpg,https://www.neostore.com.np/assets/uploads/three6.jpg,Ultima Rock Bluetooth Portable Speaker,"Meet Ultima Rock: Style meets sound. Bluetooth V5.3, 12W RMS stereo, 10m range, 12hr playtime, TWS, RGB LEDs, IPX5, compact design, button controls. Complete package, 1-year warranty. Your on-the-go companion.","Current Price: Rs.2,999, Original Price: Rs.3,999",Ultima Rock Bluetooth Portable Speaker,,Ultima,Black & Blue,,,,,"Introducing the Ultima Rock Wireless Speaker, where style meets superior sound. Engineered for exceptional performance, this portable stereo speaker boasts Bluetooth V5.3 connectivity with a range of up to 10 meters. Immerse yourself in a rich audio experience with 12W RMS stereo sound, powered by dual 2"" fullrange drivers and two built-in passive bass radiators.

The speaker's high-quality plastic build, accented with a soft fabric finish, adds a touch of elegance. Enjoy the convenience of portability with a compact design and a playƟme of up to 12 hours at 60% volume. The RGB LED lights on both sides not only enhance the aesthetic but also set the mood for your music. With TWS functionality, you can connect two Rock speakers for a powerful stereo effect, delivering a total output of 24W. The speaker is equipped with a 2200mAh battery, Type-C charging port, and IPX5 water resistance for durability.

Navigate seamlessly with easy-to-use button controls for volume, playback, calls, and more. Compatible with various devices, the UlƟma Rock comes with a complete package, including charging and AUX cables, a user manual, a catalog, a sticker, and a warranty card. Elevate your audio experience with Ultma Rock, backed by a 1-year brand warranty and a 30-day replacement guarantee. Available in sleek Black & Blue, this speaker is your perfect companion for on-the go entertainment.",Bluetooth Speaker,18.8*7*7.3 CM ( Length*Width*Height ),"Audio Player, Laptop, Mobile, Tablet, Television",Bluetooth 5.3,,12 Months,,,,,,,,,Built-in Mic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ultima-wavebar-120-sound-bar.html,https://www.neostore.com.np/assets/uploads/Ultima_Wavebar_120W_Soundbar_31.jpg,https://www.neostore.com.np/assets/uploads/Ultima_Wavebar_120W_Soundbar_2.jpg,https://www.neostore.com.np/assets/uploads/Ultima_Wavebar_120W_Soundbar.jpg,https://www.neostore.com.np/assets/uploads/Ultima_Wavebar_120W_Soundbar_31.jpg,Ultima Wavebar 120 Sound Bar,"Wavebar 120: 2.1 Channel Soundbar with 120W RMS, 3D Surround Sound, EXTRA BASS Technology, and Bluetooth V5.1 connectivity. Includes wired subwoofer and remote control with EQ modes.","Current Price: Rs.12,999, Original Price: Rs.15,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
